food_id,name,before_url,after_url,reason
food-1rqbb9j,ミニオン・クッキーサンド バナナアイス&フルーツ,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-cookie-sandwich-banana-icecream-fruits-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-cookie-sandwich-banana-icecream-fruits-gallery-b.jpg,同一food ID (food-1rqbb9j) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-123fbog priority=1 enabled=true
food-gmrx8l,ミニオンのチョコバナナ・チュリトス,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-choco-banana-churritos-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-choco-banana-churritos-gallery-b.jpg,同一food ID (food-gmrx8l) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-1cm0a51 priority=1 enabled=true
food-103cri5,ミニオンまん ~ハチャメチャカレー~,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-bun-hacha-mecha-curry-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minion-bun-hacha-mecha-curry-gallery-b.jpg,同一food ID (food-103cri5) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-v2b79g priority=1 enabled=true
food-1swgjnq,ウッドストックのふんわりケーキ ~レモン&リンゴ~,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-woodstocks-fluffy-cake-lemon-and-apple-spring-2026-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-woodstocks-fluffy-cake-lemon-and-apple-spring-2026-gallery-b.jpg,同一food ID (food-1swgjnq) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-b3rqti priority=1 enabled=true
food-p6f1q5,スヌーピー・キッズセット,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-snoopy-kids-set-christmas-2024-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-snoopy-kids-set-2024-offercard-h.jpg,同一food ID (food-p6f1q5) の rich.images[2] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-1mf75qu priority=1 enabled=true
food-11urhsj,チキンとトマトクリーム・スパゲティセット,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-chicken-and-tomato-cream-spaghetti-meal-spring-2026-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-chicken-and-tomato-cream-spaghetti-meal-spring-2026-gallery-b.jpg,同一food ID (food-11urhsj) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-qktws3 priority=1 enabled=true
food-mt4krf,ハローキティ・アップルパイ ~マスカルポーネ~,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-apple-pastry-mascarpone-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-apple-pastry-mascarpone-gallery-b.jpg,同一food ID (food-mt4krf) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-uph288 priority=1 enabled=true
food-8wrsbw,ハローキティ・ドリンク ~ホワイトウォーター&いちご~,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-hello-kitty-strawberry-and-tangy-white-drink-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-hello-kitty-strawberry-and-tangy-white-drink-gallery-b.jpg,同一food ID (food-8wrsbw) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-1tv8r9k priority=1 enabled=true
food-xpn4ok,ハローキティ・チュリトス ~いちごミルク~,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-churitos-strawberry-milk-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-churitos-strawberry-milk-gallery-b.jpg,同一food ID (food-xpn4ok) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-193mk6b priority=1 enabled=true
food-19w9xaa,ティム・ポップコーンバケツ,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-tim-popcorn-bucket-v2-gallery-a.jpg,https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-tim-popcorn-bucket-v2-gallery-b.jpg,同一food ID (food-19w9xaa) の rich.images[1] に既に存在し、200 / image/jpeg を確認。同一food IDのimages配列内候補 id=image-fqipy9 priority=1 enabled=true
