food_id,name,before_url,after_url,reason
"food-1fmms6w","フェルンのチェリー&ブルーベリーパフェ(蝶のスプーン付)","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-frieren-2025-ferns-cherry-and-blueberry-parfait-infocard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-frieren-2025-ferns-cherry-and-blueberry-parfait-infocard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1fzuvji","アミティ・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-amity-kids-meal-christmas-2025-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-amity-kids-meal-christmas-2025-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1gtoojv","カレーライス・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-kids-curry-meal-spring-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-kids-curry-meal-spring-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1h2frv3","ソフトドリンク (憧れの大悪党? ボブ・ドリンクボトル)","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-respected-villain-bob-drink-bottle-2025-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-respected-villain-bob-drink-bottle-2025-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1it40z4","スモークチキン","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-smoked-chicken-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-smoked-chicken-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1jtv1i9","ティム・ポップコーンバケツ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-tim-popcorn-bucket-v2-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-tim-popcorn-bucket-v2-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1kvqau2","憧れの大悪党? ボブ・ドリンクボトル","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-respected-villain-bob-drink-bottle-2025-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-respected-villain-bob-drink-bottle-2025-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1l7y3bq","くいしん坊ミニオンたちの大発明!「クッキー・マシン」で作る絶品サンド","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-easter-minion-cookie-sandwich-bananaice-fruit-2024-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-easter-minion-cookie-sandwich-bananaice-fruit-2024-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1lvypnn","パワーアップ! ピーチ姫のピーチソーダ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-power-up-princess-peachs-peach-soda-spring-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-power-up-princess-peachs-peach-soda-spring-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1mjhxhz","バーベキューポーク・ブリトーセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-barbecue-pork-burrito-meal-winter-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-barbecue-pork-burrito-meal-winter-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1ocz8a8","照り焼きチキン ピッツァ・デニッシュセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-pizza-danish-set-teriyaki-chicken-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-pizza-danish-set-teriyaki-chicken-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1okbkgf","マリオ・バーガー ~ベーコン&チーズ~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-mario-burger-bacon-cheese-wood-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-mario-burger-bacon-cheese-wood-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1pc1exr","黒閃! チキンピザブレッド ~旨辛ガーリック~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-jujutsukaisen-the-real-4d-2026-pizzabread-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-jujutsukaisen-the-real-4d-2026-pizzabread-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1qcrkg3","アイスクリーム スチュアート・バケツ スプーン","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-ice-cream-with-stuart-bucket-with-spoon-summer-2025-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-ice-cream-with-stuart-bucket-with-spoon-summer-2025-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1qt6g0q","アンガス・エイジングステーキ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-aged-angus-steak-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-aged-angus-steak-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1rhhv0e","シュタルクのショコラ&ラズベリーケーキ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-frieren-2025-starks-chocolate-raspberry-cake-infocard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-frieren-2025-starks-chocolate-raspberry-cake-infocard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1rp55v","BBQ ポークリブ&フライドチキン・プレート","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-bbq-pork-ribs-and-fried-chicken-meal-spring-2026-gallery-a.jpg","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-bbq-pork-ribs-and-fried-chicken-meal-spring-2026-gallery-b.jpg","同一food IDのimages配列に存在する別画像URLでHTTP 200 imageを確認。"
"food-1rsazo8","ピッツァ・デニッシュセット ~照り焼きチキン~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-pizza-danish-set-teriyaki-chicken-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-pizza-danish-set-teriyaki-chicken-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1t33gzj","呪術高専のグレープフルーツ・レモネード(アイス/ホット)","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-jujutsukaisen-the-real-4d-2026-drink-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-jujutsukaisen-the-real-4d-2026-drink-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1tt4lsm","蝶ネクタイ型サンドウィッチ ボックス","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-detective-conan-2026-sand-f.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-detective-conan-2026-sand-f.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1u4bz3q","カレー・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-kids-curry-meal-spring-2026-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-kids-curry-meal-spring-2026-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1u4li6v","チリコンカンビーンズ・ブリトーセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-chili-con-carne-beans-burrito-meal-winter-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-chili-con-carne-beans-burrito-meal-winter-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1v2f6xx","ハローキティ・チュリトス ~いちごミルク~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-churitos-strawberry-milk-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-churitos-strawberry-milk-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1wc5ggu","DK クラッシュサンデー ~トロピカルバナナ・フレーバー~ マグカップ付き","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-dk-crush-sundae-tropical-banana-flavor-with-souvenir-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-dk-crush-sundae-tropical-banana-flavor-with-souvenir-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-1wrze94","スタジオ・スターズ BLT バーガー・プレート","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-studio-stars-blt-burger-meal-spring-2026-gallery-a.jpg","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-studio-stars-blt-burger-meal-spring-2026-gallery-b.jpg","同一food IDのimages配列に存在する別画像URLでHTTP 200 imageを確認。"
"food-1xe3vuu","ハンバーガー・キッズセット(マリオのピック付)","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hamburger-kids-set-with-mario-pick-wood-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-hamburger-kids-set-with-mario-pick-wood-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-2n4el4","アイスクリームフロート","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-ice-cream-float-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-ice-cream-float-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-2pfw04","ミートボール・ピッツァ 25周年コースターセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-meatball-pizza-meal-and-25th-anniversary-coaster-spring-2026-gallery-a.jpg","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-meatball-pizza-meal-and-25th-anniversary-coaster-spring-2026-gallery-b.jpg","同一food IDのimages配列に存在する別画像URLでHTTP 200 imageを確認。"
"food-2t82l3","ミニオン・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-minions-kids-meal-spring-2025-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-minions-kids-meal-spring-2025-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-58j4sc","ハローキティ・ドリンクカップ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-drink-cup-spring-2025-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-hello-kitty-drink-cup-spring-2025-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-5o6h85","マリオカート・ポップコーンバケツ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-mario-cart-popcorn-bucket-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-mario-cart-popcorn-bucket-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-6vmlhh","フルーツサングリアティー&シェリービネガー(アイス/ホット)","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-detective-conan-2026-sangria-f.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-detective-conan-2026-sangria-f.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-7ozrw","スタジオ・スターズ・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-studio-stars-kids-meal-spring-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-studio-stars-kids-meal-spring-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-804x7o","パワーアップ! ルイージのマスカットソーダ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-power-up-luigis-muscat-soda-spring-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-power-up-luigis-muscat-soda-spring-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-8tqim5","スタジオ・スターズ・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-studio-stars-kids-meal-spring-2026-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-studio-stars-kids-meal-spring-2026-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-8xwq2b","憧れの大悪党? ボブ・ドリンクボトル","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-respected-villain-bob-drink-bottle-2025-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-respected-villain-bob-drink-bottle-2025-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-9gwmrf","25周年アニバーサリー・ドリンクカップ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-25th-anniversary-drink-cup-spring-2026-gallery-a.jpg","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-25th-anniversary-drink-cup-spring-2026-gallery-b.jpg","同一food IDのimages配列に存在する別画像URLでHTTP 200 imageを確認。"
"food-alnomv","ジュラシック・パーク・ドリンクボトル","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-jurassic-park-drink-bottle-2026-offercard-h.jpg","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-jurassic-park-drink-bottle-2026-gallery-a.jpg","同一food IDのimages配列に存在する別画像URLでHTTP 200 imageを確認。"
"food-av67nb","ミニオン・クッキーサンド バナナアイス&フルーツ","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-easter-minion-cookie-sandwich-bananaice-fruit-2024-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-easter-minion-cookie-sandwich-bananaice-fruit-2024-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-dfcoum","シェアカクテル ~スパークリング・サングリア~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-cocktail-for-sharing-sparkling-sangria-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-cocktail-for-sharing-sparkling-sangria-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-ei17e1","スパイシーシュリンプ・ブリトーセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-spicy-shrimp-burrito-meal-winter-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-spicy-shrimp-burrito-meal-winter-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-jc2lhj","カレー・キッズセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-kids-curry-meal-spring-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-kids-curry-meal-spring-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-k2clec","ホッグズ・ヘッド・ビール ~マグカップ付~","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-hogs-head-brew-with-souvenir-christmas-2025-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-hogs-head-brew-with-souvenir-christmas-2025-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-k6pr7l","チキン&アボカド・ブリトーセット","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-chicken-and-avocado-burrito-meal-winter-2026-offercard-h.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-chicken-and-avocado-burrito-meal-winter-2026-offercard-h.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
"food-manual-バタービールtm-プレミアムマグカップ付き-ノンアルコール","バタービール™ ～プレミアムマグカップ付き～（ノンアルコール）","https://www.usj.co.jp/tridiondata/usj/ja/jp/files/images/gds-images/usj-gds-food-butterbeer-with-souvenir-non-alcoholic-the-wizarding-world-of-harry-potter-gallery-a.jpg","https://www.usj.co.jp/contentdata/usj/ja/jp/files/images/gds-images/usj-gds-food-butterbeer-with-souvenir-non-alcoholic-the-wizarding-world-of-harry-potter-gallery-a.jpg","Git履歴/過去生成物に同じファイル名のUSJ公式contentdata候補が存在し、HTTP 200 imageを確認。同一ファイル名・同一food IDのCDN移行先。"
